post_id,user_id,text,dt,language,type,admin,platform,likeCount,likeCount,new_candidate,count
C7L6S6nuLyc,blogrobertomoreira," COLUNA ROBERTO MOREIRA Evandro Leitão se nega a responder ataques de Sarto, por orientação de assessores de campanha Opiniao Leia maise Leiamaisemwww.opiniaoce.com.r set mwww.opiniaoce.com.b. #Coluna • Pré-candidato a prefeito de Fortaleza, Evandro Leitão (PT) se negou a responder aos ataques do prefeito José Sarto (PDT) e do seu vice, Elcio Batista (PSDB). “Tenho outras prioridades”, declarou Evandro na quinta-feira (16), na Alece. Repetiu a explicação no sábado (18), durante café da manhã nas Tapioqueiras, oferecido por lideranças ligadas ao vereador Consul do Povo.

Na quinta, Evandro presidiu durante 5 horas, a sessão da Alece, ao lado dos deputados Osmar Baquit, Daniel Oliveira e Larissa Gaspar. 

“O Evandro recebeu uma grande notícia, não sei se foi sobre pesquisa, mas ele está feliz e foi ao encontro das grandes lideranças”, disse Baquit, ligadíssimo ao petista. O presidente da Alece realmente saiu antes do encerramento dos trabalhos e passou o comando para Daniel Oliveira. 

A decisão de Evandro de esquecer Sarto tem duas interpretações: ou ultrapassou o prefeito nas pesquisas ou vai polarizar com o Capitão Wagner, líder das intenções de votos.🔗 Leia mais no nosso portal. Link na bio!

📸 Reprodução 
📱 Segue a gente e vem ficar por dentro de tudo que acontece no Ceará e no mundo!

📲Tiktok: tiktok.com/@opiniao.ce
📲Instagram: instagram.com/opiniaoce
📲Facebook: facebook.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-20 00:00:00,pt,photo,,Instagram,74.0,74.0,Evandro Leitão,74.0
C7NK_roxNhK,cdljovemfortaleza," IMPOSTOS DIA LIVRE DE A Câmara Fortaleza dos (CDL para Jovem de a todos da Dirigentes Lojistas Jovens Fortaleza), convida a sessão solene em comemoração a 18a edição do Dia Livre de Impostos (DLI), a ser realizada pelo Presidente Assembleia Legislativa do Ceará, deputado estadual Evandro Leitão, atendendo requerimento deputado Cláudio Pinho, subscrito pelos deputados Felipe Mota Antônio Henrique. ao Estado do do e 27 DE MAIO 09H Plenário 13 de Maio R. Barbosa de Freitas, 2674 Dionísio Torres DIALIVREDEIMPOSTOS.ORG.BR CNDL FCDL CDL SPC CDL. É com imensa honra que convidamos você para a Sessão Solene em celebração à 18ª edição do Dia Livre de Impostos (DLI), um marco importante em nossa luta por uma carga tributária mais justa.

Junte-se a nós neste momento especial enquanto reconhecemos os esforços para promover um ambiente mais favorável aos negócios, estimulando o empreendedorismo e buscando melhorias para toda a população! 🌟

📆Data: 27/05 (segunda-feira) 
⏰Horário: 09h
📍Local: Assembléia 13 de Maio (R. Barbosa de Freitas, 2674 - Dionísio Torres)

*Evento aberto ao público.  ",2024-05-20 00:00:00,pt,photo,,Instagram,22.0,22.0,Evandro Leitão,22.0
C7MM2ZCrgQY,deassisdiniz," ALECE ASSEMBLEIA LEGISLATIVA GAA ESTADO DO CEARA o presidente da Assembleia Legislativa do Estado do Ceará, deputado estadual Evandro Leitão, convida para α a sessão solene de entrega do Título de Cidadão Cearense αο senhor Custódio Luís Silva de Almeida, em conformidade com α Lei n° 18.771, de 02/05/2024, publicada no D.O. de 06/05/2024. Να ocasião, também serão celebrados os 70 anos da Universidade Federal do Ceará (UFC). Data: 20 de maio de 2024 Horário: 18 horas Local: Plenário 13 de Maio Acompanhe pelo canal do youtube.com/@plenario-ALECE. Hoje é um dia de festa para o ensino público superior! 

Por minha iniciativa, do presidente da Casa, Evandro Leitão (PT), e também do deputado estadual Renato Roseno (PSOL), com subscrição dos deputados Missias Dias (PT) e Stuart Castro (AVANTE), a Assembleia Legislativa realiza, nesta segunda (20), às 18h, sessão solene para celebrar os 70 anos da Universidade Federal do Ceará (UFC). Na oportunidade, também será realizada a entrega do Título de Cidadão Cearense ao reitor da UFC, Custódio Luís Silva de Almeida. 

A UFC é uma autarquia vinculada ao Ministério da Educação criada pela Lei nº 2.373, em 16 de dezembro de 1954, e instalada em 25 de junho do ano seguinte. No início, sob a direção de seu fundador, Prof. Antônio Martins Filho, era constituída pela união da Escola de Agronomia, Faculdade de Direito, Faculdade de Medicina e Faculdade de Farmácia e Odontologia. Sediada em Fortaleza, 
a UFC é composta de sete campi, denominados Campus do Benfica, Campus do Pici e Campus do Porangabuçu, todos localizados no município de Fortaleza, além do Campus de Crateús, do Campus de Russas, do Campus de Sobral e do Campus de Quixadá.

Custódio Almeida - Natural do Município de São Bernardo, no Maranhão, Custódio é graduado em Computação pela UFC e em Filosofia pela Universidade Estadual do Ceará (Uece), tem mestrado em Sociologia pela UFC e doutorado em Filosofia pela Pontifícia Universidade Católica do Rio Grande do Sul.  ",2024-05-20 00:00:00,pt,photo,,Instagram,59.0,59.0,Evandro Leitão,59.0
C7FhR3fRQ_m,boletim_tricolor_1918," SMTCGO boletim_tricolor_1918 agora *QUAL SEU SONHO?...* *Evandro Leitão:* Nosso sonho é ser campeão da Série B.... *Liska doido:* Meu sonho é levar esse time para Libertadores... *Kanalense,* conte-nos qual seu próximo sonho, que nós realizaremos... Departamento de sonhos *Fortaleza Esporte Clube* FORTALEZA. #fortaleza #fortalezaec🔴🔵⚪ #fortalezaec #fortalezaesporteclube #leoesdatuf #leõesdopici #leão1918 #fec #vab #tricolor #futebolbrasileiro
#brasileirão.  ",2024-05-17 00:00:00,pt,photo,,Instagram,1576.0,1576.0,Evandro Leitão,1576.0
C7C1C1IsEW1,opiniaoce," σ Rm 특리가조 POLÍTICA sbt) urb.NEWS tvcâmara sbt Sarto rebate criticas de Evandro: ""Quem colocou a Taxa do Lixo no Brasil foi o partido dele"" Leia mais em www.opiniaoce.com.br. #Política • O prefeito de Fortaleza, José Sarto (PDT), respondeu em coletiva nesta quinta-feira (16) às recentes críticas que o presidente da Assembleia Legislativa do Estado do Ceará (Alece) e pré-candidato à Prefeitura de Fortaleza, Evandro Leitão (PT), fez à sua gestão acerca da Taxa do Lixo. Ao OPINIÃO CE, Sarto afirmou que foi o PT que criou tal cobrança. “Quem colocou a Taxa do Lixo no Brasil foi o partido desse candidato”.

A fala do prefeito diz respeito à Lei Nº 11.445, de 2007, sancionada pelo presidente Lula (PT) durante o seu segundo mandato, e que estabeleceu a prestação do manejo dos resíduos sólidos. Em 2020, o ex-presidente Jair Bolsonaro (PL) sancionou a Lei Nº 14.026, que atualizou a Legislação.

“Eu estou muito preocupado em fazer uma gestão para a cidade. A Taxa do Lixo é um imperativo legal estabelecido pelo Congresso Nacional. Se há quem reclame, peça ao Congresso Nacional para retirar essa obrigação legal, que a gente retira a Taxa do Lixo”, disse Sarto.

O prefeito afirmou que as críticas sobre a taxa do Serviço Público de Manejo de Resíduos Sólidos Urbanos (TMRSU) – nome oficial da cobrança -, “mais parece que é um jogo para a plateia”. Segundo Sarto, das 26 capitais dos estados brasileiros, apenas três não cobram a taxa, já que possuem acordos que custeiam a cobrança, por meio de financiamento ou incentivo.

🔗 Siga a gente nas redes sociais e acesse o nosso site opiniaoce.com.br. Link na bio! 

📸 @micaelamesant/ Especial Opinião CE 

📲Tiktok: tiktok.com/@opiniao.ce
📲Facebook: facebook.com/opiniaoce
📲Instagram: instagram.com/opiniaoce
📲Twitter: twitter.com/grupoopiniao

#informação #comunicação #jornalismocearense #Estado #Brasil #Ceará #opiniaoce #jornalismo.  ",2024-05-16 00:00:00,pt,photo,,Instagram,49.0,49.0,Evandro Leitão,49.0
C7Bx_wGLD-t,frissononline,"  Pré-candidato à Prefeitura de Fortaleza, Capitão Wagner, do União Brasil, foi entrevistado na rádio Jovem Pan News Fortaleza e analisou o cenário eleitoral deste ano, citando a ex-prefeita e deputada federal Luizianne Lins. “Foi tratorada por uma liderança que mal se filiou ao PT, que foi o Evandro Leitão, que tirou ela do meio e se tornou o pré-candidato do PT. Isso muito pela força do Camilo (Santana), muito pela articulação que foi feita pelo ex-governador. Hoje, o PT está se parecendo muito com qualquer outro partido”, declarou. Saiba mais em nosso site através do link na bio.

#frisson #especial #conteudo #politico #colunafrisson #capitaowagner #colunasocial.  ",2024-05-16 00:00:00,pt,album,,Instagram,40.0,40.0,Evandro Leitão,40.0
1038810774634203,100055158704186,"O pré-candidato à prefeitura de São José do Egito, voltou a dizer em entrevista ao programa Manhã Total, da Rádio Pajeú, que mantém diálogo com Ana Maria e outros nomes para construir a unidade em torno de sua pré-candidatura. Perguntado sobre o alinhamento com nomes como o dela e do ex-prefeito Augusto Valadares, diz estar conversando de forma incansável com Augusto. “Não temos arestas. A gente sabe que existiram problemas familiares que não nos competem resolvê-los”, disse, confiando em um alinhamento. Destacou a conversa com Júnior de Gilvaney. Da mesma forma, diz estar dialogando com Ana Maria. Perguntado sobre a gestão Evandro, disse reconhecer problemas e lacunas. “Os probleams existem. Mas ninguem passa 16 anos no poder sem que tenha algum tipo de desgaste. Existem lacunas e me proponho a resolvê-las. Evandro tem trabalhado diuturnamente, sem esconder os problemas. Mas você não pode tirar o mérito de um cara eleito quatro vezes”. Respondendo Júnior Finfa sobre a escolha do candidato a vice, disse que está conversando com todos os setores. Citou João de Maria, o diálogo com o União Brasil. a Federação PT/PV e PCdoB, citando Rona Leite e a própria Ana Maria. “No PSB teremos que ter apenas um pré-candidato. Estamos resolvendo para resolver no diálogo, sem danos nem perdas”. Disse que São José do Egito não pode voltar ao retrocesso. Respondendo uma pergunta de Pedro Araújo, do PE Notícias, sobre amo partiocipação de paulo Jucá bno se governo, voltou a dizxer que nãoserá comandado. “Um dos pr-e-requisitos para eu aceitar essa candidatura será autponomia e independência. ouvirei todos, não apenas Paulo, mas a decidão será de George Borja”. ‎'‎PORTAL PORTALDENOTICIAS DE NOTICIAS خک_لساب شیدن Marell Patriota iota atriota George Borja volta a falar em autonomia se eleito. ""Ouvirei todos, mas a decisão será minha"" Kloa do larcello Patriota‎'‎.   ",2024-05-16 00:00:00,pt,photo,BR,Facebook,12.0,12.0,Evandro Leitão,12.0
C7Co6roOs_4,blogdofinfaoficial,"  George Borja volta a falar em autonomia se eleito. “Ouvirei todos, mas a decisão será minha”

Por Junior Finfa em Pajeú em 16 de maio de 2024 / Editar matéria
@georgeborjafreitas

O pré-candidato à prefeitura de São José do Egito, voltou a dizer em entrevista ao programa Manhã Total, da Rádio Pajeú, que mantém diálogo com Ana Maria e outros nomes para construir a unidade em torno de sua pré-candidatura.

Perguntado sobre o alinhamento com nomes como o dela e do ex-prefeito Augusto Valadares, diz estar conversando de forma incansável com Augusto. “Não temos arestas. A gente sabe que existiram problemas familiares que não nos competem resolvê-los”, disse, confiando em um alinhamento.

Destacou a conversa com Júnior de Gilvaney. Da mesma forma, diz estar dialogando com Ana Maria.

Perguntado sobre a gestão Evandro, disse reconhecer problemas e lacunas. “Os probleams existem. Mas ninguem passa 16 anos no poder sem que tenha algum tipo de desgaste. Existem lacunas e me proponho a resolvê-las. Evandro tem trabalhado diuturnamente, sem esconder os problemas. Mas você não pode tirar o mérito de um cara eleito quatro vezes”.

Respondendo Júnior Finfa sobre a escolha do candidato a vice, disse que está conversando com todos os setores. Citou João de Maria, o diálogo com o União Brasil. a Federação PT/PV e PCdoB, citando Rona Leite e a  própria Ana Maria.

“No PSB teremos que ter apenas um pré-candidato. Estamos resolvendo para resolver no diálogo, sem danos nem perdas”. Disse que São José do Egito não pode voltar ao retrocesso.  ",2024-05-16 00:00:00,pt,photo,,Instagram,6.0,6.0,Evandro Leitão,6.0
C9NM3pDRJxk,jornaloestado,"  AJUDINHA 📱Em uma das primeiras manifestações claras de apoio à pré-candidatura do deputado estadual Evandro Leitão (PT) para a Prefeitura de Fortaleza, o ministro da Educação, Camilo Santana (PT), usou as redes sociais para apresentar o aliado e pedir aos seus seguidores para que também sigam o parlamentar, a quem teceu elogios.

“Evandro é um grande amigo, líder nato e muito íntegro. Como deputado, foi meu líder na Assembleia Legislativa quando fui governador, e faz um grande trabalho como presidente da AL, ajudando a aprovar projetos importantes que beneficiam o povo cearense. Você que me segue aqui no Instagram, segue lá também @evandroleitao e conheça um pouco mais desse grande parceiro de projetos a favor do nosso povo”.

Na publicação, Camilo reposta um vídeo de Evandro em que ele destaca a pré-candidatura e também se apresenta, falando um pouco de si e dos exemplos familiares. “Eu estou sempre tentando dar minha contribuição com proatividade, mas sempre buscando soluções de conflitos”, diz no vídeo.

Foto: Reprodução / Facebook

#evandroleitao #evandro #camilosantana #eleicoes2024 #eleicoes #fortaleza.  ",2024-07-09 00:00:00,pt,photo,,Instagram,0.0,0.0,Evandro Leitão,0.0
C9Do9bqJ32g,revistaceara," ELEIÇÕES 2024 INSTITUTO VERITÁ: ANDRÉ FERNANDES FERNANDES-27,5% -27,5% CAP.I CAP.WAGNER 22,7% EVANDRO LEITÃO-18,4% 18,4% LEITÃO JOSÉ SARTO- JOSÉSARTO-15% 15% REVISTA CEARÁ. ELEIÇÕES 2024 | O @institutoverita divulgou os resultados de pesquisa de intenção de votos para o cargo de prefeito da cidade de Fortaleza. O pré-candidato da Direita, deputado @andrefernandes (PL), aparece pela primeira vez liderando a corrida à @prefeituradefortaleza na intenção de voto estimulada com 27,5% dos votos, seguido do pré-candidato de Centro, @capitaowagnersousa (União Brasil) com 22,7% e do pré-candidato da Esquerda e presidente da @assembleiace, deputado @evandroleitao (PT) com 18,4%. Ainda segundo levantamento, divulgado nesta sexta-feira (5), sob o registro CE-06716/2024, junto ao Tribunal Superior Eleitoral (TSE). A mesma pesquisa aponta que Evandro Leitão (PT) passou o atual prefeito @sartoprefeito12 (PDT), que aparece com 15%, enquanto Wagner ocupa a segunda posição, mas com empate técnico com André Fernandes, pela liderança, mas também com empate técnico com relação a Evandro Leitão, pela vice-liderança, diante da margem de erro de três pontos percentuais para mais ou para menos. A pesquisa foi realizada por iniciativa própria do Instituto e a coleta foi realizada no período de 01 a 04/07/2024 e ao todo foram entrevistados 1220 eleitores. A margem de erro da pesquisa é de três pontos percentuais, para mais ou para menos. (Foto: Divulgacão)

#tse #tre #pesquisa #eleicoes #fortaleza #prefeitura #prefeito #ceará #ceara #brasil #nordeste #noticias.  ",2024-07-05 00:00:00,pt,photo,,Instagram,11063.0,11063.0,André Fernandes,11063.0
C9DmCwtSl86,conexaopoliticabrasil,"  A disputa municipal em Fortaleza, que é a maior capital do Nordeste, deve ser uma das mais acirradas da história. A menos de três meses do 1° turno das eleições, as principais pesquisas abrem caminho para a direita no reduto nordestino, em uma conquista que pode ser inédita.

A mais recente pesquisa do Instituto Veritá, divulgada nesta sexta-feira (5) sob o registro CE-06716/2024 junto ao Tribunal Superior Eleitoral (TSE), mostra que André Fernandes (PL) passou a liderar a corrida eleitoral para a Prefeitura de Fortaleza. O levantamento, realizado entre 1° e 4 de julho, entrevistou 1.220 eleitores da capital cearense.

No cenário estimulado, onde os nomes dos candidatos são apresentados aos entrevistados, André Fernandes aparece à frente com 27,5% das intenções de voto. Ele é seguido de perto por Capitão Wagner (União Brasil), que tem 22,7%. Evandro Leitão (PT), que recentemente ultrapassou o atual prefeito José Sarto (PDT), registra 18,4%, enquanto Sarto aparece com 15%. Eduardo Girão (NOVO), Técio Nunes (PSOL) e Zé Batista (PSTU) somam 3,5%, 1,8% e 0,3%, respectivamente. Os eleitores indecisos ou que não responderam representam 7,2%, e os votos brancos ou nulos, 3,7%.

Eis os números do levantamento estimulado:

André Fernandes (PL): 27,5%

Capitão Wagner (União Brasil): 22,7%

Evandro Leitão (PT): 18,4%

José Sarto (PDT): 15%

Eduardo Girão (NOVO): 3,5%

Técio Nunes (PSOL): 1,8%

Zé Batista (PSTU): 0,3%

Não sabe/Não respondeu: 7,2%

Branco/Nulo: 3,7%

Na pesquisa espontânea, quando os eleitores mencionam seus candidatos sem que os nomes sejam apresentados, os números mostram um cenário semelhante. André Fernandes também lidera com 9,3%, seguido por Capitão Wagner com 8,7%, Evandro Leitão com 7,9%, e Sarto com 4%. Eduardo Girão aparece com 0,4%, Roberto Cláudio (PDT) com 0,3%, e Luizianne Lins (PT) com 0,1%. Um percentual significativo de 69,3% dos entrevistados não souberam ou não responderam.

Eis os números do levantamento espontâneo:

André Fernandes (PL): 9,3%

Capitão Wagner (União Brasil): 8,7%

Evandro Leitão (PT): 7,9%

José Sarto (PDT): 4%

Eduardo Girão (NOVO): 0,4%

Roberto Cláudio (PDT): 0,3%

Luizianne Lins (PT): 0,1%

NS/NR: 69,3%.  ",2024-07-05 00:00:00,pt,photo,,Instagram,24496.0,24496.0,André Fernandes,24496.0
C9Di_JOuCjm,custoceara,"  O pré-candidato do PL à prefeitura de Fortaleza, André Fernandes, pela primeira vez, apareceu em primeiro durante a corrida eleitoral. 

De acordo com a pesquisa Verita, André tem 27.5%, enquanto que Capitão Wagner (UB), outro pré-candidato representante da direita, o segue com
22.7%. Evandro Leitão (PT) tem 18.4%, seguido pelo prefeito Sarto (PDT), com 15%. Eduardo Girão (Novo), 3.5%, Técio Nunes (Psol), 1.8%. Não sabe/Não respondeu, 7.2%. Branco/Nulo, 3.7%

Na ocasião, na disputa pela vice-liderança, há empate técnico com relação a Evandro, visto que a margem de erro é de três pontos percentuais para mais ou para menos.

A pesquisa, que foi registrada no TSE como tendo sido paga pelo próprio Veritá, ouviu 1.220 eleitores de Fortaleza, de 1° a 4 de julho.

Reportagem: Focus.jor

#custoceara
#vocefiscalce.  ",2024-07-05 00:00:00,pt,photo,,Instagram,924.0,924.0,André Fernandes,924.0
C9DgeERSSPc,focuspoder,"  O pré-candidato do PL à prefeitura de Fortaleza, André Fernandes, pela primeira vez, apareceu em primeiro durante a corrida eleitoral. De acordo com a pesquisa Veritá, André tem 27.5%, enquanto que Capitão Wagner (UB), outro pré-candidato representante da direita, o segue com 22.7%.

Evandro Leitão (PT) tem 18.4%, seguido pelo prefeito Sarto (PDT), com 15%. Eduardo Girão (Novo), 3.5%, Técio Nunes (Psol), 1.8%. Não sabe/Não respondeu, 7.2%. Branco/Nulo, 3.7%

Na ocasião, na disputa pela vice-liderança, há empate técnico com relação a Evandro, visto que a margem de erro é de três pontos percentuais para mais ou para menos.

A pesquisa, que foi registrada no TSE como tendo sido paga pelo próprio Veritá, ouviu 1.220 eleitores de Fortaleza, de 1° a 4 de julho.  ",2024-07-05 00:00:00,pt,photo,,Instagram,192.0,192.0,André Fernandes,192.0
C8W-9ESui9C,galeraalvinegra,  Vem votação pra prefeito aí. EU não voto em Evandro Leitão e você? 🫵.  ,2024-06-18 00:00:00,pt,album,,Instagram,4328.0,4328.0,Evandro Leitão,4328.0
C8XC7SXxwOK,cearaagora,"  Se depender dos recursos do Fundo Eleitoral, a campanha do pré-candidato do PT à Prefeitura de Fortaleza, Evandro Leitão, terá cofres turbinados. A aliança liderada pelo PT será integrada pelo PSD, PP, MDB, Republicanos, PSB, Solidariedade, PV e PC do B. O quadro de alianças partidárias será definido, por meio das convenções, entre os dias 20 de julho e 5 de agosto.

As 9 legendas sintonizadas com o Palácio da Abolição e que estão na base de apoio à pré-candidatura de Evandro Leitão somam, pelo menos, 2 bilhões, 544 milhões de reais de verbas do Fundo Eleitoral. Ao todo, de acordo com os dados oficiais do TSE, 29 partidos dividem, em 2024, R$ 4,9 bilhões para cobrir os gastos da campanha.  ",2024-06-18 00:00:00,pt,photo,,Instagram,46.0,46.0,Evandro Leitão,46.0
780324407555037,100067324538256,"MOVIMENTAÇÕES O Partido dos Trabalhadores (PT) não pretende lançar uma chapa pura na disputa pela Prefeitura de Fortaleza nas eleições municipais deste ano. No entanto, a cinco meses da votação, a sigla ainda não definiu quem será o vice na chapa liderada pelo pré-candidato Evandro Leitão. Segundo o governador do Ceará, Elmano de Freitas (PT), a legenda avalia as possibilidades entre os partidos aliados. O petista defende a escolha de um nome que unifique a base. Nos bastidores da política, há expectativa de que o vice-candidato seja filiado ao Partido Socialista Brasileiro (PSB), cujo presidente é o ex-deputado estadual Eudoro Santana, pai do ministro da Educação, Camilo Santana, uma figura influente no PT. “O debate será feito entre todos os partidos. O PSB é muito importante na nossa aliança, e a liderança do senador Cid Gomes [recém-filiado ao PSB] também é muito relevante. Outros partidos também vão apresentar nomes. Eles vão dialogar com um conjunto de partidos”, comentou Elmano durante coletiva de imprensa realizada nesta sexta-feira (14) em Brasília. O PV, PC do B, PSD, MDB, Republicanos, PP e Solidariedade, que fazem parte da base aliada, também devem sugerir nomes para o cargo. “Eu sempre acho que a candidatura majoritária deve expressar a vontade dos partidos aliados. Vamos ouvir os nomes de cada partido e sondar esses nomes com os demais partidos para encontrar alguém que nos una melhor”, ressalta o gestor estadual. #JornalJangadeiro #JJReels #JJPolítica.    ",2024-06-14 00:00:00,pt,native_video,BR,Facebook,18.0,18.0,Evandro Leitão,19.0
C8NO9A2vIT5,gazetadocariri,"  O Ceará avança para universalizar o ensino em tempo integral na rede estadual com mais 38 novas escolas que serão construídas em 36 municípios cearenses, entre eles, Barbalha, no Cariri. O investimento é superior a R$ 580 milhões. Nesta sexta-feira (14), o Governo do Ceará lançou, no Palácio da Abolição, em Fortaleza, os editais de licitação para a construção das unidades.

O evento contou com as presenças do governador Elmano de Freitas; do ministro da Educação, Camilo Santana; da vice-governadora Jade Romero; da secretária da Educação do Ceará, Eliana Estrela; da presidente do Fundo Nacional de Desenvolvimento da Educação (FNDE), Fernanda Pacobahyba; da senadora Janaína Farias; do presidente da Assembleia Legislativa do Ceará, Evandro Leitão; além de prefeitos(as) e outras autoridades.

Compromisso
O governador Elmano de Freitas reforçou que a meta é que todas as crianças e jovens cearenses estudem na escola pública em tempo integral. “Nós estamos construindo uma história muito bonita no Ceará, iniciada em 2008 com as primeiras escolas em tempo integral. Nós temos orgulho de tudo que já fizemos, mas nós vamos alcançar essas metas em colaboração com o Governo Federal e Municípios”, garantiu.

Para alcançar a universalização, o Estado do Ceará deve construir novas 139 escolas de Ensino Médio. Destas, 24 estão em construção, e os editais lançados nesta sexta contemplam mais 38. Segundo Elmano de Freitas, a ideia é que a licitação das demais 77 unidades seja lançada ainda este ano.

Os recursos previstos para as 38 unidades são oriundos do Tesouro Estadual e do Fundo de Manutenção e Desenvolvimento do Ensino Fundamental e de Valorização do Magistério (Fundef). As obras serão supervisionadas pela Superintendência de Obras Públicas (SOP).

Segundo a secretária Eliana Estrela, os municípios das 38 escolas foram selecionados priorizando a demanda de estudantes.

Leia a matéria completa em gazetadocariri.com

#barbalha #barbalhace #cratoceará #crato #juazeiroce #juazeirodonorte #missaovelha #brejosanto #cariri #caririaçu #varzeaalegre #iguatu #escola #ensinomedio.  ",2024-06-14 00:00:00,pt,album,,Instagram,38.0,38.0,Evandro Leitão,38.0
C8NDkTnJK0S,dep.roberiomonteiro,"  Participei, nesta manhã de sexta-feira, do lançamento dos editais para a construção de mais 38 escolas de ensino médio em tempo integral no estado do Ceará. A solenidade contou com a presença do governador Elmano de Freitas, da vice-governadora Jade Romero, do ministro da Educação Camilo Santana, do presidente da Assembleia Legislativa Evandro Leitão, da prefeita de Acaraú Ana Flávia Monteiro, do prefeito de Itarema Elizeu Monteiro, além de deputados, prefeitos e lideranças de todo o estado.

Parabenizo todos os municípios agraciados com essa importante obra voltada para a educação dos nossos jovens.

#Educação #EnsinoIntegral #Ceará #InvestimentoNaEducação #FuturoDosJovens.  ",2024-06-14 00:00:00,pt,album,,Instagram,319.0,319.0,Evandro Leitão,319.0
979272567538454,100063671591539,"Uma manhã espetacular no Palácio da Abolição com @camilosantanaoficial, @elmanofreitas, @joseairtoncirilo, @dep_guimaraes, @evandroleitao, @romeualdiguerioficial, @jonasdezidoro, @zezinhoalbuquerque . Lançamento dos Editais das Escolas em Tempo Integral no Estado do Ceará, uma parceria do Governo Federal, pelo ministro da educação Camilo Santana com o governador Elmano. Uma sexta feira rodeado de pessoas que querem o bem do nosso Ceará, como os deputados Romeu Aldigueri, Zezinho Albuquerque, José Airton Cirilo, José Guimarães, Evandro Leitão e o secretário executivo de turismo do estado Jonas Dezidoro. #Cuida #CuidarDasPessoas #Aracati #Aracatiense #TerraDosBonsVentos #governodoestado.    ",2024-06-14 00:00:00,pt,photo,BR,Facebook,51.0,51.0,Evandro Leitão,53.0
C8MtslyRRPq,cearaagora,"  Longe do protagonismo político nos últimos 15 anos na Capital, o MDB, sob o comando do deputado federal Eunício Oliveira, oficializa, nesta sexta-feira (14), apoio à pré-candidatura do presidente da Assembleia Legislativa, Evandro Leitão, à Prefeitura de Fortaleza.

O encontro, a ser realizado, às 17 horas, no Auditório do Edifício BS Design, no Bairro Aldeota, marca a entrada do MDB na aliança com o PT, terá a participação da vice-governadora Jade Romero, de pré-candidatos à Câmara de Vereadores, de ex-parlamentares e de deputados estaduais.

O repórter Sátiro Sales destaca, no Jornal Alerta Geral, que, sem força política e eleitoral, o MDB pode até pleitear, mas a vaga de vice na chapa de Evandro Leitão deverá ser mesmo ocupada pelo PSB, selando uma aliança com o grupo liderado pelo senador Cid Gomes.  ",2024-06-14 00:00:00,pt,photo,,Instagram,83.0,83.0,Evandro Leitão,83.0
C8NnQouOTtK,euniciooliveira,"  Nosso MDB unido pelo melhor para Fortaleza! 🙌🏼

Que alegria imensa reunir tantos amigos e lideranças da nossa Capital, junto ao nosso presidente do MDB Ceará, Eunício Oliveira, e do pré-candidato a prefeito de Fortaleza, deputado estadual e presidente da Assembleia Legislativa Evandro Leitão, para debater e unir forças por uma cidade mais justa, igualitária, inclusiva e desenvolvida. Essa é a nossa luta e o nosso compromisso, e por isso vamos caminhar juntos! 

#mdbfortaleza #fortaleza #depdannieloliveira #euniciooliveira #evandroleitão.  ",2024-06-14 00:00:00,pt,album,,Instagram,339.0,339.0,Evandro Leitão,339.0
C8NnQouOTtK,depdannieloliveira,"  Nosso MDB unido pelo melhor para Fortaleza! 🙌🏼

Que alegria imensa reunir tantos amigos e lideranças da nossa Capital, junto ao nosso presidente do MDB Ceará, Eunício Oliveira, e do pré-candidato a prefeito de Fortaleza, deputado estadual e presidente da Assembleia Legislativa Evandro Leitão, para debater e unir forças por uma cidade mais justa, igualitária, inclusiva e desenvolvida. Essa é a nossa luta e o nosso compromisso, e por isso vamos caminhar juntos! 

#mdbfortaleza #fortaleza #depdannieloliveira #euniciooliveira #evandroleitão.  ",2024-06-14 00:00:00,pt,album,,Instagram,340.0,340.0,Evandro Leitão,340.0
1009579683857982,100044178786586,"SEGURANÇA PRA QUEM? SEM FALAR NO EVANDRO LEITÃO Q SE NEGOU A ASSINAR A CPI DO CR1M3…🤷🏽‍♂️ A novidade da vez é ver o Prefeito de Fortaleza “falando grosso” AGORA contra o CR1M3 e o Governador dizendo que “b4ndido será tratado como b4ndido.” Interessante eles só falarem sobre isso há 4 meses das eleições enquanto até pouco tempo estavam “juntinhos da silva”… A oligarquia PT e PDT manda em nossa capital e no Estado há 20 anos e NÃO RESOLVEU o problema. E é agora que vai resolver quando nem mandam mais e deixaram as facções CR1M1N0S4S mandarem e desmandarem pela omissão e incompetência delas? Parem de brincar com os meus conterrâneos! Que a Verdade, a Justiça e o bom senso triunfem em nossa Nação. Jesus no comando. Sempre! Paz & Bem.    ",2024-06-07 00:00:00,pt,native_video,BR,Facebook,92.0,92.0,Evandro Leitão,116.0
