post_id,user_id,text,dt,language,type,admin,platform,likeCount,likeCount,new_candidate,count
3889358294718159.0,sartoprefeito12,"Nossos amarelinhos representaram ontem! 💛

A mudança não vai e nem deve parar, Fortaleza não pode voltar ao passado! 

Vote 1️⃣2️⃣, vote Sarto!",2024-08-23 00:00:00,pt,videos,,Instagram,3820.0,3820.0,José Sarto,3820.0
877078210980209.0,donizetearruda7,"💣💣💣EVANDRO LEITÃO E A VICE, GABRIELA AGUIAR, COMEÇARAM A CAMPANHA A PREFEITO EM FORTALEZA, COM CAMINHADA NO PIRAMBU.
— Agradeço o apoio de cada morador do Pirambu, cada candidato a vereador, e dos apoiadores. Vamos mudar Fortaleza e fazer com que serviços de qualidade cheguem em todos os bairros.",2024-08-16 00:00:00,pt,albums,,Instagram,617.0,617.0,Evandro Leitão,617.0
1249750279727013.0,donizetearruda7,"💣💣💣É GUERRA! ELEIÇÕES EM FORTALEZA COMEÇAM COM CLIMA TENSO ENTRE PREFEITO SARTO E EVANDRO LEITÃO:
Evandro Leitão reage acusando prefeito  Sarto de promover espetáculo deprimente na Alece, além de uso de servidores públicos.",2024-08-16 00:00:00,pt,photos,,Instagram,436.0,436.0,José Sarto,436.0
415476874353743.0,evandroleitao,"Começamos o dia caminhando ao lado dos moradores do Bom Jardim, onde pude conversar com os moradores e ouvir seus principais problemas. 

Vamos levar mais dignidade para as pessoas. Juntos, podemos transformar nossa cidade! 🌟

#JuntosFortalezaPodeMuitoMais

#PraTodoMundo O vídeo mostra Evandro e Gabriella, candidatos a Prefeito e Vice-Prefeita de Fortaleza, em caminhada no bairro Bom Jardim. 

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB",2024-08-21 00:00:00,pt,videos,,Instagram,2169.0,2169.0,Evandro Leitão,2169.0
850381773379272.0,evandroleitao,"A animação tá lá em cima com a energia dessa caminhada no Pirambu. Esse é o time de quem faz!

Vem de 13!

#JuntosFortalezaPodeMuitoMais

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB)

#PraTodoMundo A publicação em formato de vídeo mostra Evandro e Gabriella Aguiar, candidatos a Prefeito e Vice-Prefeita de Fortaleza, em caminhada no bairro Pirambu.",2024-08-16 00:00:00,pt,videos,,Instagram,2055.0,2055.0,Evandro Leitão,2055.0
486445437429885.0,93noticias,"📲 COMPARTILHAR ✅

O ex-presidente Jair Bolsonaro esteve em Fortaleza no último sábado (17) para participar de uma “motocarreata” em apoio ao deputado federal André Fernandes (PL), candidato à Prefeitura de Fortaleza. A participação de Bolsonaro no evento atraiu diversos apoiadores e lideranças políticas, reforçando a campanha do PL na capital cearense.

O evento teve início por volta das 10h30 no bairro Bom Jardim, especificamente na avenida Osório de Paiva. Sem conceder entrevistas, Bolsonaro rapidamente subiu no carro que liderou a carreata e percorreu diversos bairros da cidade, incluindo Siqueira, Parque São José, Mondubim, José Walter e Serrinha, sempre ao lado de André Fernandes.

Discurso de Bolsonaro

Em seu pronunciamento, que durou cerca de quatro minutos, Bolsonaro disse: “Lamentavelmente aconteceu algo que ninguém explica em 2022, mas vamos considerar página virada, vamos nos preocupar com essas eleições municipais porque é com o fortalecimento de prefeitos e vereadores que pensam igual à gente que a gente vai voltar ao poder em 2026”. Seus comentários reforçaram a importância das eleições municipais como um passo essencial para as próximas eleições presidenciais.

Participação do PL e segurança de Bolsonaro

Além de André Fernandes, outras lideranças bolsonaristas estiveram presentes na carreata, incluindo o presidente do PL Ceará, deputado estadual Carmelo Neto, e a deputada estadual Dra. Silvana, candidata à Prefeitura de Maracanaú. A agenda com o ex-presidente vinha sendo anunciada desde o período da pré-campanha, demonstrando a importância do apoio de Bolsonaro para os candidatos do partido.

Bolsonaro foi acompanhado por um forte esquema de segurança ao longo de todo o evento, utilizando colete à prova de balas e sendo protegido por vários seguranças. Apesar dessa proteção, ele não se afastou completamente de seus apoiadores, que tiveram a oportunidade de cumprimentá-lo durante o trajeto.

📽️ redes sociais <redacted_mention>",2024-08-18 00:00:00,pt,videos,,Instagram,485.0,485.0,André Fernandes,485.0
518745347493483.0,blogdobg,"A 115ª Zona Eleitoral de Fortaleza determinou, nessa segunda-feira (12/8), que cerca de 40 publicações da convenção partidária do deputado estadual Evandro Leitão (PT) sejam excluídas das redes sociais. O presidente Luiz Inácio Lula da Silva (PT) esteve presente no evento. Para o juiz responsável os vídeos apresentam o chefe do Executivo fazendo pedido de “voto expresso” para o candidato à Prefeitura de Fortaleza Leitão.

No Instagram de Leitão é possível ver posts da convenção, nos quais o deputado estadual aparece lado a lado de Lula.

Essa é a segunda vez que Lula expressa apoio a parceiros políticos. Em junho, o presidente e o deputado federal Guilherme Boulos (PSol), candidato à Prefeitura de São Paulo, foram multados de R$ 35 mil por propaganda eleitoral antecipada durante o ato promovido pelas centrais sindicais no dia 1º de Maio.

Em tom eleitoral, Lula aconselhou ao candidato Evandro Leitão que seja prometido “apenas aquilo que sabe que pode fazer”, porque “não pode enganar o povo”.

“Só voltei a governar esse país porque queria provar mais uma vez que a elite brasileira não está preparada para governar o país, não enxerga a sociedade como um todo. Os pobres da periferia são invisíveis. E eu começo a olhar da periferia para cá”, pontuou.

O chefe do Executivo esteve acompanhado do governador do estado, Elmano de Freitas (PT), e do ministro da Educação, Camilo Santana. O titular da Educação, também filiado ao PT, governou o Ceará de 2014 a 2022.

Foto: Reprodução
Fonte: Metrópoles",2024-08-13 00:00:00,pt,photos,,Instagram,388.0,388.0,Evandro Leitão,388.0
821958016672300.0,robertoclaudiooficial,"Começamos o nosso segundo dia de atividades com uma caminhada calorosa e animada, acompanhado de candidatas e candidatos a vereador da nossa coligação, no bairro Alto da Paz, bairro de Fortaleza onde o prefeito Sarto construiu uma nova creche, um centro para os empreendores e está, neste momento, fazendo uma nova Escola de Tempo Integral e o novo Cuca do Vicente Pinzon!! 🤝✨",2024-08-17 00:00:00,pt,albums,,Instagram,1506.0,1506.0,José Sarto,1506.0
1688255988658488.0,priscilacosta,"Que dia extraordinário, Fortaleza! Hoje, estive ao lado do nosso eterno presidente <redacted_mention> e do nosso futuro prefeito, <redacted_mention>, em uma carreata que ficará marcada em nossos corações. Senti a força e o apoio do povo fortalezense, que nos acompanhou com tanto entusiasmo e carinho. 

Alegria também por estar ao lado da nossa futura primeira-dama <redacted_mention>, do deputado estadual <redacted_mention> e da querida <redacted_mention>. 

Vamos avante! 🚀
Priscila Costa 2️⃣2️⃣2️⃣2️⃣2️⃣
André Fernandes 2️⃣2️⃣",2024-08-17 00:00:00,pt,videos,,Instagram,4184.0,4184.0,André Fernandes,4184.0
1175669970308639.0,donizetearruda7,"💣💣💣ELEIÇÕES EM FORTALEZA!
Capitão Wagner inaugura comitê central de sua candidatura, e dispara:
— Eu amo Fortaleza. Agora é a nossa vez de cuidar de nossa gente.",2024-08-17 00:00:00,pt,albums,,Instagram,675.0,675.0,Capitão Wagner,675.0
865018938845402.0,donizetearruda7,"💣💣💣ELEIÇÕES EM FORTALEZA! GOVERNADOR ELMANO E MINISTRO CAMILO ENTRAM DE CABEÇA NA CAMPANHA DE EVANDRO LEITÃO.
Evandro, Gabriela, Elmano, Camilo e deputados José Guimarães e Eunicio Oliveira visitaram neste sábado,17, o Mercado Central.",2024-08-17 00:00:00,pt,albums,,Instagram,545.0,545.0,Evandro Leitão,545.0
885600560123474.0,gcmais,"O ex-presidente Jair Bolsonaro (PL) foi a atração principal da motocarreata em apoio à campanha de André Fernandes (PL) para a Prefeitura de Fortaleza, realizada neste sábado, (17). O evento começou na avenida Osório de Paiva, no Bom Jardim, próximo a um dos comitês de campanha de Fernandes, e seguiu até a Varjota, na avenida Delmiro Gouveia, outro ponto de concentração.

A presença de Bolsonaro em Fortaleza aconteceu no segundo dia de campanha de André Fernandes, sendo anunciada como o primeiro grande evento da candidatura do deputado à prefeitura. Na sexta-feira, (16), o candidato deu início à sua campanha com ações nos bairros Bom Jardim e Maraponga, incluindo adesivaços em diversos comitês do Partido Liberal (PL) espalhados pela cidade.

Bolsonaro e André Fernandes chegaram juntos ao local de partida da carreata, subindo na caçamba de um carro, com o ex-presidente sendo segurado por um segurança que o abraçava, protegendo-o com um colete à prova de balas. O locutor do evento destacou que André Fernandes é “o único que tem o apoio” de Bolsonaro, referindo-se ao ex-presidente como “nosso verdadeiro presidente”. O ex-mandatário foi elogiado como o presidente que “mais fez pelo Ceará” e que “trouxe água” para o Estado, em alusão às obras da transposição do Rio São Francisco.

🌐 👉 Clique no link da bio e confira a matéria completa.

📸 Reprodução/GCC

#GCMAIS #AcesseConteúdo #CompartilheInformação",2024-08-18 00:00:00,pt,photos,,Instagram,1328.0,1328.0,André Fernandes,1328.0
1038251904461119.0,clickparnaiba,"*Bolsonaro e Ciro Nogueira reforçam campanha de Francisco Emanuel em Parnaíba*

O ex-presidente Jair Bolsonaro (PL) vai reforçar a campanha de Francisco Emanuel a prefeito de Parnaíba. O ex-presidente virá a Parnaíba no próximo dia 30 para participar de ato político do candidato de Mão Santa e da deputada Gracinha Mão Santa. 

O senador Ciro Nogueira (PP), que apóia Francisco Emanuel em Parnaíba, acompanhará Bolsonaro. O ex-presidente é amigo pessoal de Mão Santa e vai priorizar a campanha do candidato apoiado pelo prefeito. 

Bolsonaro está percorrendo o país participando de atos de campanha dos candidatos do PL e de partidos alinhados ao seu grupo político. No último sábado (17), ele esteve em Fortaleza (CE) em carreata do candidato André Fernandes (PL).",2024-08-18 00:00:00,pt,photos,,Instagram,681.0,681.0,André Fernandes,681.0
408593585571780.0,gcmais,"O prefeito de Fortaleza e candidato à reeleição, José Sarto (PDT), participou de ato na Assembleia Legislativa do Ceará (Alece), na manhã desta sexta-feira (16). Ele se uniu à militância para cobrar a divulgação do vídeo da sessão que tratou sobre a CPI do Narcotráfico. De acordo com Sarto, à epoca, o então líder do Governo e hoje candidato à Prefeitura pelo PT, Evandro Leitão, não assinou a CPI.

O ato se consolidou com um abraço simbólico ao redor do prédio da Alece. Para Sarto, as imagens se tratam de um documento e que deveria estar à disposição do fortalezense, conforme requerimento protocolado por deputados do órgão.

🌐 👉 Clique no link da bio e confira a matéria completa.

📸 Divulgação

#GCMAIS #AcesseConteúdo #CompartilheInformação",2024-08-16 00:00:00,pt,photos,,Instagram,985.0,985.0,José Sarto,985.0
1061438115587986.0,donizetearruda7,"💣💣💣AVALIAÇÃO GOVERNO SARTO EM FORTALEZA MOSTRA:
- Aprovação: 43,1%
- Desaprovação: 53,1%
Vejam também a evolução da avaliação do Governo Sarto, desde janeiro.",2024-08-20 00:00:00,pt,albums,,Instagram,118.0,118.0,José Sarto,118.0
3896821070602133.0,portalmiseria,"O ex-presidente Jair Bolsonaro (PL) retornará ao Ceará no próximo sábado (17). O político cumprirá agenda na capital cearense. 

De acordo com que foi divulgado, Bolsonaro participará de uma carreata ao lado de André Fernandes, candidato do PL na disputa pela prefeitura de Fortaleza. ""Estaremos mais uma vez nesta capital para um encontro com todos vocês”, afirmou Bolsonaro.

A visita à capital do estado foi confirmada por Bolsonaro em vídeo publicado nas redes sociais ontem (12). 

O ex-presidente aparece ao lado do presidente do PL Ceará, deputado estadual Carmelo Neto, e da candidata a vice na chapa do partido em Fortaleza, Alcyvania Pinheiro (PL).

🔗 Leia a matéria completa no #sitemiseria. Link na bio.

✍️ Texto: Paulo Junior
📷 Foto: Redes Sociais

#tanomiseria #bolsonaro",2024-08-13 00:00:00,pt,photos,,Instagram,621.0,621.0,André Fernandes,621.0
431440729902529.0,evandroleitao,"O Mercado Central é um dos principais locais de comércio da nossa cidade. Por isso estivemos lá hoje para conversar com as pessoas que fazem o lugar funcionar com vivacidade e cultura popular.

Junto do ministro Camilo, o Governador Elmano, e da minha vice Gabriella Aguiar, pude conversar com comerciantes sobre como, juntos, podemos fazer Fortaleza ser muito mais.

#JuntosFortalezaPodeMuitoMais

#PraTodoMundo O vídeo mostra Evandro e Gabriella, candidatos a prefeito e vice-prefeita de Fortaleza, em visita ao Mercado Central, juntos ao ministro Camilo e Governador Elmano.

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB)",2024-08-17 00:00:00,pt,videos,,Instagram,1598.0,1598.0,Evandro Leitão,1598.0
530207499570994.0,metropolespolitica,"O montante de doações eleitorais feitas por pessoas físicas, até então, já ultrapassou os R$ 32 milhões. Conforme dados do Tribunal Superior Eleitoral (TSE), o valor exato até esta quinta-feira (22/8) é de R$ 32.703.501,14.

Até a tarde dessa quarta-feira (21/8), o valor estava em R$ 24,2 milhões. O avanço rápido das doações, de um dia para o outro, sugere que a cifra total deve aumentar ainda mais, no decorrer das próximas semanas.

Entre as doações registradas, até o momento, constam duas de valor milionário. Em São Paulo, Francine Prado Kallas doou R$ 1 milhão para o diretório estadual do PSD. Ela fez o registro da doação no dia 6 de agosto.

Em Fortaleza (CE), o político e empresário Prisco Rodrigues Bezerra (PDT) também doou R$ 1 milhão para a candidatura à reeleição do prefeito José Sarto (PDT). O registro é do dia 16 de agosto.

➡️ Para ler a reportagem completa, você pode acessar os Stories no <redacted_mention> ou conferir diretamente no metropoles.com

📸 Rafaela Felicciano/Metrópoles",2024-08-22 00:00:00,pt,photos,,Instagram,168.0,168.0,José Sarto,168.0
1016204903147866.0,gcmais,"O candidato do Partido Liberal (PL) à Prefeitura de Fortaleza, André Fernandes, começou sua campanha eleitoral na manhã desta sexta-feira (16) com ações nos bairros Bom Jardim e Maraponga. O dia de campanha teve início com adesivaços nos comitês do partido espalhados pela cidade. Para o final de semana, a agenda do candidato inclui uma motocarreata com o ex-presidente Jair Bolsonaro pelas ruas de Fortaleza.

André Fernandes concorre à Prefeitura de Fortaleza pela primeira vez, tendo como vice a advogada Alcivânia Pinheiro. Acompanhado de apoiadores, o candidato do PL destacou que a localização estratégica dos comitês será um diferencial, com foco em estar mais próximo da população da periferia. “Estrategicamente, a gente precisa cortar a cidade. Eu acredito que o Bom Jardim merece essa atenção, não só pelo tamanho da população, mas eu acho que chega de colocar comitê, Meireles, Aldeota, em bairros nobres. Eu acho que a gente tem que começar. E o nosso comitê central, inclusive, é no Lagamar”, afirmou o candidato.

O candidato também anunciou uma motocarreata com a presença do ex-presidente Jair Bolsonaro, prevista para ocorrer no sábado, dia 17. “Amanhã faremos a nossa primeira motocarreata nessa campanha, e eu não tenho dúvida, como eu tenho falado, que será a maior da história de Fortaleza. A presença confirmada do nosso presidente Jair Bolsonaro”, comentou André Fernandes.

🌐 👉 Clique no link da bio e confira a matéria completa.

📸 Reprodução/GCC

#GCMAIS #AcesseConteúdo #CompartilheInformação",2024-08-17 00:00:00,pt,photos,,Instagram,1102.0,1102.0,André Fernandes,1102.0
1191183402205500.0,evandroleitao,"Começamos o dia com uma caminhada na Comunidade do Tasso, no Jardim das Oliveiras, escutando a população, ouvindo suas necessidades. Reafirmo meu compromisso em trazer soluções para dar mais dignidade à vida das pessoas.

Vamos juntos! Unidos, iremos fazer a diferença para nossa Fortaleza que pode muito mais.

#JuntosFortalezaPodeMuitoMais

#PraTodoMundo O vídeo mostra Evandro, candidato a Prefeito de Fortaleza, na Comunidade do Tasso, no Jardim das Oliveiras.

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB",2024-08-20 00:00:00,pt,videos,,Instagram,1487.0,1487.0,Evandro Leitão,1487.0
1169999260889932.0,profmoral,"Sua capacidade de gestão, vocação pública, e competência em governabilidade são inquestionáveis. Diálogo resoluto e execução eficiente são marcas que definem <redacted_mention> . 

É por isso que apoio Evandro Leitão para Prefeito de Fortaleza. Juntos, vamos construir um futuro melhor para o povo da nossa Capital!

<redacted_mention>  <redacted_mention>",2024-08-22 00:00:00,pt,photos,,Instagram,791.0,791.0,Evandro Leitão,791.0
7615827968522808.0,evandroleitao,"É, parece que com esses óculos o atual prefeito não tá conseguindo enxergar muitas coisas. Nem a pesquisa que saiu no jornal, que o coloca como quarto pior prefeito do país, nem a outra em que ele é desaprovado por 57% da população. Muito menos os problemas da cidade, que afetam milhões de fortalezenses. 

Fonte: Pesquisa AtlasIntel/Focus Jornalismo divulgada em 08/08/2024 e Pesquisa Atlas/Intel veiculada no Jornal O Povo, em 02/01/2024.

#PraTodoMundo Vídeo de fundo vermelho traz pesquisas que mostram péssimas avaliações do prefeito Sarto em Fortaleza.",2024-08-13 00:00:00,pt,videos,,Instagram,907.0,907.0,José Sarto,907.0
1494540504755320.0,gcmais,"O prefeito José Sarto (PDT) foi o primeiro entrevistado da sabatina com os candidatos à Prefeitura de Fortaleza realizada pela emissora TV Cidade, afiliada da Record no Ceará, na noite desta segunda-feira (19). Durante a entrevista, Sarto que está em busca da reeleição afirmou que a taxa do lixo continuará, caso ele seja eleito para um segundo mandato em Fortaleza e que os candidatos que falam sobre acabar com a taxa estão mentindo. “É uma obrigação determinada pelo Congresso Nacional”, declarou. O candidato ressaltou que o gestor municipal que não fizer isso comete o crime de responsabilidade fiscal, já que desde 2020, é obrigação de cada município informar quais serão as ações utilizadas para custear o lixo.

Sarto, que busca a reeleição, tem Élcio Batista como candidato a vice. Antes de assumir a prefeitura em 2020, Sarto construiu uma destacada trajetória política. Ele foi vereador de Fortaleza por dois mandatos e presidiu a Câmara Municipal. Além disso, atuou como deputado estadual por sete mandatos consecutivos e presidiu a Assembleia Legislativa do Ceará.

🌐 👉 Clique no link da bio e confira a matéria completa.

📸 Reprodução

#GCMAIS #AcesseConteúdo #CompartilheInformação",2024-08-19 00:00:00,pt,photos,,Instagram,760.0,760.0,José Sarto,760.0
482864591298731.0,priscilacosta,"Alguns registros da “motocarreada” que deu o pontapé inicial nas eleições de 2024. Vamos avançar Fortaleza! 🚀
André Fernandes Prefeito 2️⃣2️⃣ 
Priscila Costa Vereadora 2️⃣2️⃣2️⃣2️⃣2️⃣",2024-08-19 00:00:00,pt,albums,,Instagram,2582.0,2582.0,André Fernandes,2582.0
489621607131414.0,avancaceara,"Ainda durante a entrevista para o humorista Mateus Cidrão, Ciro Gomes fez duras críticas ao candidato do PT à Prefeitura de Fortaleza, Evandro Leitão. 

Ciro disse que Evandro é ""PIOR DO QUE COVARDE"" 
Sobre a covardia, Ciro se referiu ao episódio em que Evandro Leitão enquanto líder do Governo Camilo se posicionou contra a instalação da CPI do Narcotráfico na Assembleia Legislativa. 

Ciro Gomes foi além, disse que Evandro Leitão é o principal responsável por ter tirado o Ceará Sporting Clube da primeira divisão ( Série A) 

Ciro disse que Evandro participou de um esquema de vendas e compras irregulares de jogadores ""bons e ruins"" pra receber (dinheiro) ""por fora"". 

""Está aí a situação do Ceará""",2024-08-22 00:00:00,pt,videos,,Instagram,1406.0,1406.0,Evandro Leitão,1406.0
1554159662165370.0,evandroleitao,"Ser Presidente da Assembleia é como cuidar de uma pequena cidade. Pra mim, o cuidado com as pessoas é sempre prioridade. Dá uma olhada nas ações de saúde que realizei na Casa do Povo.

#JuntosFortalezaPodeMuitoMais

#PraTodoMundo A publicação em formato carrossel mostra ações de Evandro, candidato a Prefeito de Fortaleza, enquanto presidente da Assembleia Legislativa do Ceará

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB)",2024-08-18 00:00:00,pt,albums,,Instagram,1428.0,1428.0,Evandro Leitão,1428.0
2014287279000308.0,evandroleitao,"Evandro 13 prefeito. Juntos, Fortaleza pode muito mais.

#JuntosFortalezaPodeMuitoMais

Propaganda eleitoral. 56.516.157/0001-29 | Coligação Juntos, Fortaleza Pode Muito Mais. Federação Brasil da Esperança (PT/PCDOB/PV)/PP/PSD/PSB/Republicanos/MDB)",2024-08-19 00:00:00,pt,videos,,Instagram,11229.0,11229.0,Evandro Leitão,11229.0
960911432505889.0,josewalterordinario,"O povo de Fortaleza precisa de respostas! Cadê o vídeo Leitão? As sessões da Assembleia são gravadas. O vídeo que queremos, é da sessão em que o Evandro Leitão se recusa abrir uma investigação contra o narcotráfico e as facções que dominam as ruas hoje em dia.",2024-08-17 00:00:00,pt,videos,,Instagram,,,Evandro Leitão,
564263156160460.0,parquelandiaordinaria,"O povo de Fortaleza precisa de respostas! Cadê o vídeo Leitão? As sessões da Assembleia são gravadas. O vídeo que queremos, é da sessão em que o Evandro Leitão se recusa abrir uma investigação contra o narcotráfico e as facções que dominam as ruas hoje em dia.",2024-08-17 00:00:00,pt,videos,,Instagram,,,Evandro Leitão,
843256317779328.0,priscilacosta,"Como Presidente do PL Mulher Ceará, pude celebrar mais uma vitória da nossa capital! Tivemos a honra de apresentar à nossa presidente <redacted_mention> , a vice do nosso candidato a prefeito André Fernandes: Alcyvânia Pinheiro! 
Quero parabenizar tambem Andréia Lima, pelo brilhante trabalho a frente do PL Mulher Fortaleza! Mulheres do PL, vocês nos enchem de orgulho! 💪🏻🌸",2024-08-13 00:00:00,pt,photos,,Instagram,1688.0,1688.0,André Fernandes,1688.0
899639088667517.0,augustabrito,"Iniciamos o sábado no Mercado Central, junto com o time de Lula, Camilo, Elmano, Evandro e o povo que quer mudança para Fortaleza. Vamos com Evandro Leitão e Gabriella Aguiar.

Juntos, Fortaleza pode muito mais! ⭐️",2024-08-17 00:00:00,pt,videos,,Instagram,969.0,969.0,Evandro Leitão,969.0
1703463693817694.0,soldadonoelio,"Com muito trabalho, dedicação e amor a Fortaleza. Capitão Wagner Prefeito!",2024-08-23 00:00:00,pt,albums,,Instagram,933.0,933.0,Capitão Wagner,933.0
1211807396611380.0,donizetearruda7,"💣💣💣CAPITÃO WAGNER COMEÇOU SUA CAMPANHA HOJE,16, COM CAMINHADA NO MERCADO SÃO SEBASTIÃO:
— Estamos com a proposta de mudança e renovação para cuidar da cidade de Fortaleza. O grande objetivo desta candidatura é ter uma cidade unida, mesmo com as diferenças sociais e econômicas, onde o bem–estar seja o foco da gestão.",2024-08-16 00:00:00,pt,videos,,Instagram,165.0,165.0,Capitão Wagner,165.0
928692829298772.0,donizetearruda7,"💣💣💣PRESIDENTE DO UNIÃO BRASIL, CAPITÃO WAGNER, ALIADO DA CANDIDATA EMÍLIA PESSOA, SE MANIFESTOU:
— Um ato gravíssimo, que vai contra todos os princípios de liberdade e democracia, principalmente no momento em que estamos vivenciando essa polarização política que não é produtiva para ninguém no Brasil.",2024-08-18 00:00:00,pt,photos,,Instagram,133.0,133.0,Capitão Wagner,133.0
357320713980804.0,benficaordinarioficial,"O povo de Fortaleza precisa de respostas! Cadê o vídeo Leitão? As sessões da Assembleia são gravadas. O vídeo que queremos, é da sessão em que o Evandro Leitão se recusa abrir uma investigação contra o narcotráfico.",2024-08-17 00:00:00,pt,videos,,Instagram,,,Evandro Leitão,
1191462215427513.0,pirambunews,"O candidato à Prefeitura de Fortaleza pelo Partido dos Trabalhadores (PT), Evandro Leitão, reuniu moradores do bairro Pirambu, candidatos a vereadores, lideranças e apoiadores de partidos aliados em uma caminhada juntamente com a candidata a vice na chapa, Gabriella Aguiar (PSD), nesta sexta-feira (16). O evento marcou a largada da campanha eleitoral petista de 2024.

🌐 Saiba mais na matéria completa em nosso site
📸 Reprodução",2024-08-16 00:00:00,,photos,,Instagram,503.0,503.0,Evandro Leitão,503.0
823445486562415.0,avancaceara,"A Polícia Federal pediu, sem ordem judicial, dados pessoais de dois perfis do deputado federal e candidato à Prefeitura de Fortaleza, André Fernandes (PL-CE), na rede social X, antigo Twitter. O pedido foi negado pela rede social e, em seguida, descartado pela PF.

O ofício, assinado pelo delegado Raphael Soares Astini, data de 16 de março de 2023 e foi acessado com exclusividade pelo portal CNN Brasil. No documento, Astini dá o prazo de dois dias para resposta pela rede social.

Segundo a CNN, o documento pedia nome, CPF, e-mail, endereços, terminais telefônicos utilizados e/ou cadastros; dados bancários e do cartão de crédito cadastrados e logs de criação, contendo IP, data, hora, fuso horário GMT/UTC e porta lógica da conta de André Fernandes.

O delegado justifica o pedido por meio de alguns artigos. Dentre eles, é citado o artigo 2º, do parágrafo 1º, sobre investigação criminal conduzida pelo delegado de polícia e o artigo 10º do parágrafo terceiro da Lei do Marco Civil da Internet, para seguir o pedido sem ordem judicial.",2024-08-19 00:00:00,pt,photos,,Instagram,,,André Fernandes,
,grupo.metropole,"Em um ofício de 16 de março de 2023, a Polícia Federal solicitou ao X informações pessoais de dois perfis vinculados ao deputado federal André Fernandes (PL-CE). O documento enviado à rede social pedia “nome, CPF, e-mail, endereços, terminais telefônicos utilizados e/ou cadastros, dados bancários e do cartão de crédito cadastrados e logs de criação, contendo IP, data, hora, fuso horário GMT/UTC e porta lógica da conta do usuário”.

O pedido foi fundamentado com base no artigo 2º, parágrafo 1º da Lei 12.830/2013, e no artigo 10º, parágrafo 3º da Lei do Marco Civil da Internet, dispensando a necessidade de ordem judicial para a obtenção dos dados solicitados. O texto ressalta o papel do delegado de polícia na condução de investigações criminais por meio de inquérito policial ou outros procedimentos previstos em lei.

O delegado Raphael Soares Astini deu um prazo de dois dias para que a rede social respondesse. O escritório Bastian Advogados, contratado pelo X Brasil, respondeu à Polícia Federal e ao delegado Raphael Soares Astini, por meio de um ofício em 5 de abril de 2023, mencionando que a empresa só poderia fornecer os registros de acesso mediante ordem judicial.

A resposta do X se baseia nos artigos 10, 15 e 22 do Marco Civil da Internet, que determinam que os provedores de aplicação na internet não estão obrigados a fornecer tais informações sem uma decisão.

✅ Mais notícias no #Metro1
📷 Zeca Ribeiro/Câmara dos Deputados",2024-08-19 00:00:00,pt,photos,,Instagram,267.0,267.0,André Fernandes,267.0
807105528205995.0,gcmais,"O candidato à Prefeitura de Fortaleza, Capitão Wagner (União Brasil), afirmou que vai acabar com a taxa do lixo da Capital se for eleito. Em entrevista exclusiva à TV Cidade, afiliada da Record no Ceará, na noite desta terça-feira (20), Wagner declarou que é possível encerrar com a taxa de lixo sem cometer crime de responsabilidade fiscal. “O pior não é só criar a taxa do lixo. O pior é ver a cidade imunda como está a cidade de Fortaleza. Eu não só vou acabar com a taxa do lixo já em janeiro, como vou garantir um programa em que a gente vai orientar a população a dar a destinação correta aos resíduos sólidos e evitar que a cidade esteja imunda como ela está”, ressaltou.

O presidente do União Brasil no Ceará, Capitão Wagner, foi oficializado como candidato à Prefeitura de Fortaleza em convenção realizada no Centro da capital. Esta é a terceira vez que o ex-deputado federal concorre ao Paço Municipal. Na ocasião, Wagner anunciou a nutricionista e conselheira tutelar Edilene Pessoa como candidata a vice na chapa.

🌐 👉 Clique no link da bio e confira a matéria completa.

📸 Reprodução/GCC

#GCMAIS #AcesseConteúdo #CompartilheInformação",2024-08-20 00:00:00,pt,photos,,Instagram,933.0,933.0,Capitão Wagner,933.0
